text,split
제일 예쁜 마음 이름 오빠   제일 귀여운 토끼 이름 오빠 제일 착한 사람 이름 오빠 사랑해요 이름 오빠 그리고 이름 오빠,train
그래도 임기 중 이전에 비해 빠르게 대처하네  너무 보여주기식으로만 생각하지말고 대처를 잘한건 칭찬할 줄도 알아야 된다고 생각함 ,train
주한미군 합동훈련 연기 연판장에 서명한 민주당 간첩들이 이름을 환영할 모습과 비슷하네요 ,train
저정도면 기다릴게 아니라 심각하게 봤어야 하는데  참 느긋했네요  당사자들만 마음 졸이다 결국 일이 나고   어머니는 자신이 만났던 사람에 의해 자식이 죽어 너무 괴롭겠어요  ,train
물에서 불이 붙는다니 참으로 신기하군요? 저는 문과라서 저런 것은 잘 모르겠지만 엄청 신기하네요  물고기들이 많이많이 불쌍합니다  사람때문에 많은 물고기가 불에 타서 죽었겠네요  지옥이 있다면 저런 모양일까요  물 속에서 불이 붙는다니 아무리생각해도 신가하네요  지구의 종말이라는 표현이 참 좋습니다,train
국제사회의 관심과 인력이 투입되어야한다텔레반을 밀어낼 유엔의 적극적 개입이 필요할것이다아타까운 현실이다ㅠ,train
연좌제가 ㅡㅡ 부모가 사기치는데 자식이 하차해야돠나 ㅋ,train
중국이 호전성?ㅋㅋ 그럼 미국은 뭐야?,train
페미니 쏫컷이니 금메달 3개 앞에선 침묵해라 니들이 저렇게 진지하게 인생 살아봤냐? 아니 앞으로는 목표가지고 니 인생 살아가라,train
제발 재택 2 주만 하자 ㅠㅠ 지하철 타기 겁난다,train
분단국가에서는 안보가 가장 중요한 일입니다 한미 훈련이 누구를 위한 훈련일까요? 대한민국 국민을 지키기 위한 훈련이라고 생각 합니다 하지만 북측 유력인사의 한마디에 훈련이 좌지우지 된다는 현실이 참으로 한심 합니다 남북 연락사무소는 누구에 돈으로 지었을까요? 세금입니다 폭파 사과와 후속 조치가 있어야 하지만 현 정권에서는 그런 조치 없네요 내년 대선에 어찌하든 남북 연락망을 다시 개통했다는 것으로 성과를 내는것보다 현실에 맞는 정책을 마련하시는것이 어떠신지요 참으로 개탄스러운 일입니다,train
우리나라 명배우중에서도 탑이신분~,train
오호 고뤠? 남자들도 그렇게해도 문제없는거지?,train
정신력은 금메달!!! 수고했어요  인생의 금메달을 드립니다,train
이름아닌가? 이름???? 뭔가 다른 사람같다  ,train
죽는게남는거다?그게?두마리를잡는게 대통령감 방역그리고생계 ,train
욕나올라하네  이렇게 긴 기사를 낼만하다고 보는거야  진심?,train
조남ㅇ윤석ㅇ똑같은ㅇㅇㅇ,train
ㅋㅋ   이 정도면 자기가 했던 밑에 사람이 했던  이 정도로 조직관리도 못하는 무능력한 사람이거나 아무 생각이 없는 사림인거지   정말 어처구니가 없다   ㅋㅋ 범인 찾아 파고들어 수사하는거 외에는 아는 것도 할줄 아는 것도 하나 없구나  ,train
밀폐된 공간에서의 불쾌한 냄샌    어쩔겨    잘 했다 아예 알몸이면 씻기라도 했을텐데 !,train
이름 * 이름 (아는 형님) = 워터스포츠웨어브랜드 미 스 트 랄,train
진즉에 접종약 확보에 서두르지  그넘에 K방역 홍보에 열중이더니만 국민들만 더 힘들어지게 생겼네요  안정화 돼가도 그동안 누적된 것만으로도 힘들텐데 어쩐다나? ㅠㅠ,train
청와대 없으면 안되나 머하는소굴인지,train
어린애들이 왜이리 파이팅이넘치냐 ㅎㅎ,train
일본????? 의외네  일본에 중국사람 진짜 많던데   그래서 그런가? 중국사람들 일본 겁나 좋아하고 둘이 사이 좋은줄 알았지 ,train
중국은 벌받아야되~~~,train
이름의 뛰어난 실력도 훌륭하지만 겸손한 그의 마음이 매우 좋네요  다른 선수들에 대한 배려도 보기 좋습니다  인성을 갖춘 훌륭한 선수로 성장할 것입니다 ,train
혹 이름나 이름의 딸 아닌지?,train
사이트에클릭자체가안돼네,train
자   까놓고 말해보자  자신들은 캐나다인이라며 이번사태로인해 시위하는 사람들아  당신들의 몸속에 원주민의 피가 많을까? 아니면 영국인의 피가 많을까????? 일본인들이 한국 국적 가지고 있으면 역사적으로 볼 때 그건 일본인이냐 한국인이냐?,train
야권통틀어 멀쩡한 인간은 네가 첨이다  ,train
이번에는 할때 됐다! 홍통!,train
이름 네티즌에 유감표명  ,train
이름 때문에 이름 언론에 나오지도 않네,train
좋은 일하셨습니다 근데 차도좀 잘만드세요 본업은 자동차 아닌교?양궁은 부업이고 흉기 소리 듣는거도 쪽팔리쟎소 난 일본 살다가 들어와서 처음 구입한 차가 현대xxx인데 보름만에 엔진오일 세서 교환했소 그뒤론 흉기차안타요 더 족발 같지만 딴회사 차타요 이번에금메달이 흉기기술이라고 했는데 노고한건 알겠지만 탄착군어쩌고 저쩌고 해서 삶은 소대가리 처럼 숟가락 얹지마시고 금전적인 지원이나 잘하소 흉기차팔아 벌고 있으니 그정도는 해야지 억울하게 죽은자가 몇명인데 ,train
감동입니다 메달만큼 값진 소식이에요 축하합니다!!,train
자리도 텅텅비어있는데 사람이 많은것도 ㅇㅏ니고 저기에서 친구가 있었는지 없었는지 모른다는게 말이되나ㅋㅋ,train
기관총으로 전부다  그냥  ,train
단순폭행이나 위협에서 살인죄로 실적 쌓을려는거지,train
달처럼 노랗게 하던지,train
이름야   잘가    ㅠ ㅠ,train
한국인이 살고 한국주소인 독도가 니들이 도쿄올림픽지도에 올려놓았으니 우린 얼마나 어이없고 화나겠냐?,train
아따 우덜편 아니면 소설이랑께요?,train
ㅋㅋ 돈되는 유튭 포기못하지,train
예뻐용 ㅎㅎ,train
당신은 당신 핸드폰 비번이나 풀고 얘기 하세요  그럼 당신 말 믿어 드릴께요,train
나는 왜 코리아 파이팅 하는데 눈물나냐 ㅠㅠㅠ,train
저 피해자의 남편분이 그렇게 해당 기관에 애원을 하고 자세히 상황설명을 했는데도 당국자들이 왜 계속 책임을 회피하며 정확한 답변과 문제해결에 나서지 않는가  현재 접종하고 있는 백신의 문제점을 인정할수밖에 없고 그렇게 되면 정부가 그동안 백신을 맞으라고 국민들에게 강하게 권했던 것이 문제가 됨과 동시에 책임소재를 물을수밖에 없어서 그런거임  이게 단지 우리나라 정부차원에서 하는 정책이 아니라서 더 그럴거고  이미 다른 나라 국민들은 눈치를 채고 집단 백신거부 운동에 나서고 있다는데  참 우리나라 국민들은 위에서 하라는대로 잘 따름,train
다른말 다 필요없다  공정하게 하라고!! 왜 다른건 되는데 예배는 안된다고하지? 워터파크 ok 영화관 ok 지하철 ok 콘서트 ok 백화점ok 코로나로 죽는 사람보다  코로나 방역으로 인해 자영업자들   우울해서 자살하는 사람수가 더 많아요 그만하자 코로나 정치방역!!!!,train
그럼 대선을 포기하고 도지사직만 수행하세요 ,train
남혐 같은 소리 한다,train
이래서 그리 검찰개혁을 목숨걸고 반대하는 세력들이 있는거지  ,train
ㅇIOC도진짜 무책임하네 일본을 봐가며 얘기를 해야지,train
이름저격한거 말고 업적이 머가 있냐? 물타기해서 지지율 높은거지 이름도 정치 입문전에는 지지율 높았음 근데 토론하면 말빨약해서 지지율 급하락함  지금부터 죽어라 토론연습해야 대통령 될껄 ,train
저런 글은 옹호받기 힘들다  명백한 실수로 보인다  다만 캡쳐해놓고 정치적 목적으로 이때다싶어 여론에 활용하는 사람은 더 문제로 보인다  정치인이 되기전 변호사시절의 음주운전은 아무리 큰 대전제인 부정대출 사건을 밝혀내는 과정에서 경황이 없어 경거망동속에 벌어진 일 일지라도 이유불문하고 음주는 질타받아야 될 건안은 맞다  의아한것은 이름가 과거 마약사범으로 수차례 질타를 받은 백배정도는 이름이 더 공격 받는 것 같다  공직생활에서 높은 청렴도와 국민을 위한 노력이 많아지면 질수록 이름죽이기는 더 거세어져만 간다 무엇을 뜻하는가,train
이름대표의 개혁이 국힘의 새로운 변화로 이루어지길 간절히 원합니다 이름대표!대한민국의 새로운 젊은 정당으로 개혁을 이루어 주세요~응원합니다~ 화이팅!,train
이론으로 무장한 과학적 선거전략 민주당을 국민힘이 따라갈수 있나? 레이저검 vs 투박한 목검  ㅎㅎㅎ 이름이 선거전술을 혼자 세우나? 문정부 실정에 도탄에 빠진 국민에게 투표한 손모가지 잘라ㅡ 대통령 잘못이 아니고 선거 잘못한 국민 책임으로 정권심판 책임론 피해가는 전술을 이길수있냐고  국민힘 밥통들  70년대 아날로그 전술 vs 메타버스 입체전술! 게임이 안된다 ,train
방역회의에 30차례회의에서 1번만 참석했습니다  아니요 2번 참석했습니다 ㅋ 참 오세바리 빵터짐,train
전과자가 대통령 입후보할수있나??? 전과자가 대통령되면 어떤세상이될까???,train
감옥 앞에서 지키세요 ,train
교회 앞 순교자 니 ㆍ섰네죽는게 사는거라며 코로나 걸리면 죽는거다  ,train
대놓고 연출식인것 같은데   나도 이게 한국인이 한국에서 한건지 중국인이 한국에서 있으면서 한건지 의심이 든다 ,train
수치스럽고 화기난다 어찌이따위것일 논문이라고통과시켰나 학교당국의 조처를 지켜보겠다 ,train
마약한게 누군지가 중요한게 아닙니다  사건의 본질을 봐주세요,train
그냥 살아요 이제 북한 고향인분들 얼마 없잖아요 ㅜㅜ 그들의 독재를 위해 그들조차 잘 돌보지 않는 사람들을 돌봐주자는건 아닌듯요 체재가 붕괴하려면 그게 뭔가 힘들어야 망하죠 그냥 살아요 우리도 힘든데 ㅜㅜ,train
피라맥스는 숨겨두고 뭐하는거냐,train
미국은 우리에게 생명의 은인인 나라다 지난 6 25한국전쟁때 자유 우방 16개국과 함께 북괴개짱개들을 물리쳐 준 고마운 나라다 미국은 세계 평화를위해 공산정권과 테러리스트들과의 전쟁을 벌이는 위대한 세계경찰국가다 이름께서는 미국을 더욱 위대하게 사용하시기를 또 자살과같은 불행을 막아주시길 기도합니다 ,train
일본 참 하는것 보니 가관이다  ! 준비는 뭐했지  ! 그렇게 우겨가면서 연다고하면 잘좀하지 아시아 욕보게 하네,train
자가키트니 뭐니 규제 완화 시키려고 하더니   지금와서 정부탓,train
무증상자는 확진자수에 빼라 구민겁주지말고,train
법과원칙은 다 어디가고 범죄 정왕만 가득한가? 저러한자가 되권 후보라니 한심하다 ,train
참 고마운 분이네요 ,train
여성가족부는 반드시 없어져야 한다!!!,train
22억에 3년이면 앞으로 다른 사기꾼들 더 많이 생겨난다 ㅡㅡ 좀 더 확실하게 해라~~ 그런데 그런 사기꾼을 이름이 총장 시절에는 손도 못대더니 그만두니 바로 정상적으로 돌리려나보네 ,train
쓰레기는 쓰레기통으로 ~~관심없다,train
대만 다음은 일본의 센카쿠나 한국의 이름도 차례겠지,train
거리두기 상향반대 서민들 다 죽는다,train
잘하드라 남은경기서도 금싹슬이,train
트레일러 차량 기사들 하는말이 급브레이크 밟을바에 그냥 밀어버린다더라 잘못밟으면 자기가 죽는다고,train
2020도쿄올림픽은 역대급 폭망한 올림픽으로 역사에남을것 ,train
국정원 일본극우 내통 사건 조사하는 후보 뽑자,train
\우리는 착한 투자 너네는 악성 투기 \이게 당신 생각 아니오??양쪽 모두 손절합시다!!,train
자신의 몸이지만 혐오감을 주는 이런 행위 법에 저촉없나,train
전국 음식점  유흥등 모든시설 출입하는 손님을 신분증 주소 확인하고 퇴출시켜라!!! 일부 몰지각한 몇몇 인간들때문에 지방까지 내려가 힘들게 일하는 사람들까지 수도권 사람이라고 불편해진다,train
이제는 보수집회도 시작 이다  어떻게 방해하는지 한번 지켜보자요? 그때는 잘 모르겠고식으로?,train
우리나라에  정신이상자가 이렇게 많다는말? 거짓말~,train
수준 하고는  당신 같은 사람이 대한민국 국회의원이라는게 왜 이리 창피하니  ,train
첫번째도 멋있엇지만 두번째는 진짜 더 멋있엇습니다 ~~,train
참 여러모로 대단합니다 ,train
너무 잘됬다매~~~~ 니뽄 치해 더커라,train
사랑해요 안산 ㅠㅠ ?? 넘 멋잇어요,train
이제는 가족까지 지들 입맛에 붙였다 뗏다하네  결혼전이든 아니든  현재 가족이면 다 받는거다  경선참여해 어서 ,train
